ID,label
882,3
883,9
884,3
885,6
886,2
887,3
888,2
889,0
890,1
891,4
892,4
893,5
894,7
895,0
896,7
897,9
898,7
899,8
900,6
901,9
902,3
903,4
904,3
905,1
906,5
907,9
908,3
909,3
910,1
911,0
912,7
913,1
914,3
915,2
916,8
917,0
918,7
919,6
920,9
921,1
922,1
923,9
924,2
925,6
926,8
927,5
928,5
929,1
930,4
931,9
932,0
933,0
934,4
935,4
936,6
937,4
938,6
939,5
940,4
941,4
942,7
943,3
944,2
945,4
946,9
947,0
948,4
949,0
950,8
951,0
952,8
953,5
954,6
955,1
956,6
957,2
958,1
959,2
960,9
961,4
962,7
963,7
964,2
965,0
966,4
967,1
968,5
969,0
970,1
971,4
972,7
973,8
974,8
975,0
976,8
977,3
978,0
979,0
980,3
981,0
982,7
983,1
984,1
985,3
986,7
987,5
988,9
989,1
990,6
991,5
992,2
993,1
994,3
995,3
996,5
997,7
998,7
999,6
1000,9
1001,8
1002,7
1003,5
1004,0
1005,4
1006,2
1007,1
1008,3
1009,5
1010,3
1011,9
1012,7
1013,3
1014,8
1015,8
1016,0
1017,0
1018,9
1019,6
1020,1
1021,5
1022,1
1023,7
1024,1
1025,6
1026,7
1027,7
1028,4
1029,6
1030,0
1031,6
1032,7
1033,1
1034,4
1035,3
1036,9
1037,3
1038,9
1039,8
1040,0
1041,6
1042,6
1043,7
1044,2
1045,2
1046,8
1047,2
1048,2
1049,3
1050,9
1051,8
1052,6
1053,4
1054,2
1055,6
1056,3
1057,4
1058,7
1059,1
1060,7
1061,0
1062,7
1063,9
1064,9
1065,5
1066,7
1067,8
1068,1
1069,8
1070,4
1071,4
1072,8
1073,4
1074,9
1075,7
1076,4
1077,3
1078,0
1079,0
1080,0
1081,0
1082,9
1083,2
1084,2
1085,1
1086,8
1087,2
1088,4
1089,2
1090,4
1091,6
1092,4
1093,8
1094,4
1095,1
1096,5
1097,1
1098,0
1099,1
1100,2
1101,3
1102,6
1103,3
1104,4
1105,5
1106,7
1107,9
1108,3
1109,7
1110,8
1111,1
1112,2
1113,2
1114,8
1115,9
1116,4
1117,9
1118,1
1119,2
1120,0
1121,5
1122,6
1123,7
1124,5
1125,4
1126,7
1127,3
1128,5
1129,2
1130,7
1131,0
1132,9
1133,5
1134,2
1135,6
1136,2
1137,4
1138,6
1139,8
1140,8
1141,5
1142,0
1143,8
1144,3
1145,2
1146,7
1147,4
1148,8
1149,7
1150,7
1151,1
1152,0
1153,0
1154,4
1155,3
1156,8
1157,8
1158,3
1159,7
1160,2
1161,5
1162,3
1163,3
1164,6
1165,8
1166,1
1167,3
1168,5
1169,8
1170,4
1171,5
1172,9
1173,0
1174,0
1175,4
1176,3
1177,6
1178,5
1179,6
1180,8
1181,2
1182,9
1183,7
1184,7
1185,7
1186,6
1187,3
1188,3
1189,5
1190,1
1191,5
1192,3
1193,5
1194,6
1195,4
1196,1
1197,8
1198,1
1199,2
1200,8
1201,3
1202,5
1203,3
1204,4
1205,9
1206,1
1207,0
1208,1
1209,4
1210,9
1211,5
1212,3
1213,9
1214,4
1215,7
1216,6
1217,2
1218,2
1219,3
1220,8
1221,9
1222,7
1223,5
1224,1
1225,8
1226,2
1227,5
1228,6
1229,4
1230,3
1231,8
1232,8
1233,1
1234,2
1235,1
1236,3
1237,4
1238,0
1239,0
1240,0
1241,5
1242,0
1243,8
1244,9
1245,0
1246,4
1247,8
1248,0
1249,9
1250,0
1251,1
1252,8
1253,1
1254,1
1255,1
1256,8
1257,5
1258,5
1259,6
1260,5
1261,7
1262,8
1263,2
1264,7
1265,8
1266,2
1267,4
1268,9
1269,0
1270,5
1271,4
1272,7
1273,9
1274,4
1275,6
1276,6
1277,7
1278,0
1279,9
1280,7
1281,7
1282,5
1283,8
1284,9
1285,8
1286,8
1287,7
1288,4
1289,0
1290,0
1291,7
1292,7
1293,8
1294,2
1295,1
1296,3
1297,1
1298,4
1299,0
1300,6
1301,8
1302,6
1303,6
1304,5
1305,0
1306,4
1307,1
1308,4
1309,3
1310,9
1311,3
1312,5
1313,7
1314,2
1315,3
1316,9
1317,7
1318,5
1319,2
1320,1
1321,5
1322,4
1323,2
1324,5
1325,4
1326,6
1327,7
1328,8
1329,1
1330,3
1331,5
1332,4
1333,3
1334,8
1335,6
1336,8
1337,8
1338,9
1339,6
1340,8
1341,8
1342,8
1343,7
1344,2
1345,1
1346,3
1347,6
1348,0
1349,4
1350,9
1351,7
1352,2
1353,3
1354,5
1355,1
1356,1
1357,0
1358,7
1359,9
1360,2
1361,8
1362,6
1363,6
1364,1
1365,7
1366,5
1367,4
1368,6
1369,7
1370,3
1371,2
1372,0
1373,5
1374,3
1375,3
1376,3
1377,5
1378,3
1379,3
1380,9
1381,3
1382,4
1383,7
1384,4
1385,1
1386,3
1387,8
1388,0
1389,7
1390,6
1391,9
1392,7
1393,8
1394,7
1395,0
1396,3
1397,8
1398,1
1399,3
1400,7
1401,8
1402,3
1403,4
1404,3
1405,2
1406,2
1407,7
1408,5
1409,9
1410,4
1411,7
1412,9
1413,3
1414,1
1415,2
1416,6
1417,7
1418,0
1419,8
1420,9
1421,7
1422,0
1423,5
1424,7
1425,1
1426,3
1427,7
1428,7
1429,1
1430,6
1431,9
1432,3
1433,4
1434,4
1435,7
1436,4
1437,9
1438,7
1439,2
1440,4
1441,5
1442,7
1443,1
1444,7
1445,7
1446,4
1447,4
1448,8
1449,2
1450,6
1451,2
1452,3
1453,7
1454,9
1455,5
1456,1
1457,4
1458,9
1459,6
1460,7
1461,0
1462,4
1463,6
1464,7
1465,3
1466,4
1467,2
1468,9
1469,0
1470,3
1471,2
1472,8
1473,5
1474,8
1475,9
1476,8
1477,0
1478,2
1479,1
1480,8
1481,8
1482,9
1483,2
1484,2
1485,1
1486,7
1487,3
1488,5
1489,4
1490,3
1491,9
1492,8
1493,2
1494,8
1495,7
1496,8
1497,3
1498,5
1499,5
1500,2
1501,8
1502,8
1503,5
1504,6
1505,4
1506,8
1507,5
1508,9
1509,9
1510,2
1511,8
1512,6
1513,8
1514,3
1515,6
1516,4
1517,1
1518,0
1519,1
1520,8
1521,2
1522,4
1523,3
1524,5
1525,5
1526,3
1527,3
1528,9
1529,6
1530,6
1531,9
1532,0
1533,0
1534,4
1535,5
1536,9
1537,0
1538,5
1539,3
1540,2
1541,0
1542,6
1543,2
1544,3
1545,9
1546,6
1547,1
1548,2
1549,2
1550,0
1551,4
1552,0
1553,8
1554,7
1555,6
1556,1
1557,3
1558,1
1559,2
1560,7
1561,7
1562,3
1563,8
1564,5
1565,0
1566,3
1567,1
1568,0
1569,3
1570,4
1571,1
1572,7
1573,2
1574,9
1575,1
1576,6
1577,6
1578,5
1579,0
1580,5
1581,9
1582,0
1583,4
1584,9
1585,2
1586,7
1587,5
1588,8
1589,8
1590,6
1591,5
1592,5
1593,9
1594,1
1595,8
1596,6
1597,6
1598,5
1599,8
1600,0
1601,3
1602,0
1603,1
1604,0
1605,6
1606,3
1607,3
1608,3
1609,0
1610,0
1611,2
1612,8
1613,3
1614,8
1615,1
1616,7
1617,1
1618,6
1619,1
1620,0
1621,8
1622,7
1623,5
1624,3
1625,7
1626,5
1627,5
1628,2
1629,4
1630,4
1631,2
1632,6
1633,7
1634,1
1635,1
1636,9
1637,1
1638,7
1639,7
1640,5
1641,3
1642,4
1643,0
1644,0
1645,8
1646,0
1647,7
1648,5
1649,8
1650,2
1651,9
1652,2
1653,5
1654,4
1655,0
1656,4
1657,8
1658,4
1659,8
1660,6
1661,0
1662,9
1663,7
1664,9
1665,9
1666,2
1667,5
1668,8
1669,6
1670,4
1671,6
1672,4
1673,9
1674,2
1675,9
1676,7
1677,7
1678,1
1679,0
1680,2
1681,5
1682,2
1683,4
1684,9
1685,5
1686,3
1687,1
1688,5
1689,8
1690,6
1691,2
1692,5
1693,1
1694,9
1695,0
1696,0
1697,1
1698,0
1699,0
1700,8
1701,2
1702,7
1703,1
1704,2
1705,5
1706,1
1707,1
1708,5
1709,8
1710,2
1711,0
1712,8
1713,8
1714,0
1715,6
1716,5
1717,1
1718,0
1719,3
1720,0
1721,5
1722,7
1723,1
1724,9
1725,7
1726,4
1727,8
1728,5
1729,5
1730,2
1731,4
1732,2
1733,9
1734,8
1735,4
1736,5
1737,3
1738,0
1739,1
1740,8
1741,4
1742,0
1743,7
1744,3
1745,4
1746,5
1747,5
1748,1
1749,6
1750,0
1751,5
1752,0
1753,3
1754,2
1755,2
1756,2
1757,2
1758,5
1759,3
1760,1
1761,4
1762,5
1763,8
1764,9
1765,5
1766,5
1767,6
1768,8
1769,4
1770,2
1771,5
1772,9
1773,9
1774,4
1775,9
1776,4
1777,9
1778,8
1779,6
1780,3
1781,8
1782,0
1783,0
1784,9
1785,8
1786,1
1787,1
1788,4
1789,4
1790,2
1791,9
1792,1
1793,0
1794,3
1795,1
1796,4
1797,1
1798,7
1799,4
1800,8
1801,2
1802,6
1803,5
1804,3
1805,3
1806,9
1807,5
1808,7
1809,7
1810,3
1811,6
1812,6
1813,1
1814,1
1815,9
1816,5
1817,7
1818,7
1819,9
1820,5
1821,9
1822,7
1823,5
1824,0
1825,0
1826,7
1827,2
1828,8
1829,3
1830,9
1831,7
1832,9
1833,9
1834,3
1835,0
1836,3
1837,2
1838,3
1839,2
1840,6
1841,9
1842,2
1843,5
1844,7
1845,3
1846,7
1847,8
1848,1
1849,6
1850,2
1851,2
1852,9
1853,4
1854,0
1855,4
1856,2
1857,5
1858,7
1859,2
1860,2
1861,9
1862,1
1863,8
1864,4
1865,4
1866,9
1867,4
1868,5
1869,1
1870,9
1871,2
1872,3
1873,8
1874,4
1875,5
1876,8
1877,2
1878,8
1879,6
1880,7
1881,3
1882,3
1883,4
1884,3
1885,4
1886,6
1887,6
1888,7
1889,2
1890,9
1891,7
1892,1
1893,2
1894,0
1895,1
1896,2
1897,4
1898,2
1899,0
1900,9
1901,1
1902,8
1903,5
1904,7
1905,1
1906,1
1907,4
1908,6
1909,0
1910,2
1911,0
1912,6
1913,7
1914,0
1915,0
1916,7
1917,3
1918,7
1919,1
1920,0
1921,8
1922,5
1923,3
1924,0
1925,1
1926,1
1927,4
1928,6
1929,4
1930,0
1931,2
1932,9
1933,3
1934,2
1935,9
1936,1
1937,8
1938,3
1939,4
1940,8
1941,9
1942,4
1943,3
1944,3
1945,0
1946,3
1947,8
1948,4
1949,0
1950,0
1951,8
1952,4
1953,3
1954,8
1955,5
1956,7
1957,0
1958,6
1959,3
1960,5
1961,0
1962,1
1963,6
1964,7
1965,2
1966,0
1967,7
1968,5
1969,6
1970,8
1971,2
1972,0
1973,8
1974,6
1975,6
1976,1
1977,7
1978,4
1979,5
1980,4
1981,5
1982,4
1983,8
1984,1
1985,6
1986,5
1987,2
1988,2
1989,3
1990,1
1991,3
1992,9
1993,3
1994,7
1995,9
1996,7
1997,9
1998,6
1999,6
2000,8
2001,5
2002,8
2003,5
2004,4
2005,7
2006,0
2007,4
2008,5
2009,6
2010,6
2011,6
2012,3
2013,8
2014,1
2015,8
2016,9
2017,1
2018,0
2019,6
2020,2
2021,8
2022,4
2023,1
2024,6
2025,4
2026,3
2027,7
2028,8
2029,5
2030,6
2031,4
2032,7
2033,4
2034,3
2035,6
2036,3
2037,5
2038,8
2039,2
2040,3
2041,6
2042,1
2043,5
2044,0
2045,5
2046,5
2047,6
2048,0
2049,3
2050,5
2051,8
2052,1
2053,5
2054,3
2055,2
2056,1
2057,9
2058,7
2059,1
2060,8
2061,6
2062,8
2063,4
2064,0
2065,7
2066,4
2067,5
2068,0
2069,7
2070,8
2071,5
2072,4
2073,3
2074,8
2075,2
2076,0
2077,9
2078,9
2079,9
2080,5
2081,7
2082,0
2083,3
2084,0
2085,9
2086,7
2087,5
2088,1
2089,4
2090,1
2091,6
2092,3
2093,0
2094,7
2095,7
2096,0
2097,7
2098,0
2099,6
2100,3
2101,5
2102,0
2103,0
2104,8
2105,4
2106,6
2107,2
2108,7
2109,7
2110,9
2111,3
2112,8
2113,5
2114,5
2115,6
2116,2
2117,8
2118,9
2119,3
2120,9
2121,1
2122,4
2123,8
2124,1
2125,1
2126,5
2127,3
2128,0
2129,5
2130,5
2131,2
2132,6
2133,9
2134,0
2135,7
2136,9
2137,5
2138,1
2139,5
2140,7
2141,1
2142,5
2143,2
2144,3
2145,9
2146,9
2147,8
2148,7
2149,6
2150,9
2151,7
2152,4
2153,2
2154,7
2155,5
2156,8
2157,2
2158,5
2159,1
2160,0
2161,0
2162,2
2163,4
2164,1
2165,1
2166,7
2167,4
2168,8
2169,8
2170,8
2171,0
2172,2
2173,4
2174,5
2175,7
2176,1
2177,9
2178,3
2179,4
2180,1
2181,0
2182,8
2183,1
2184,3
2185,4
2186,0
2187,2
2188,3
2189,6
2190,8
2191,0
2192,4
2193,6
2194,3
2195,6
2196,7
2197,1
2198,7
2199,4
2200,3
2201,4
2202,1
2203,5
2204,7
2205,2
2206,4
2207,0
2208,7
2209,7
2210,2
2211,4
2212,0
2213,7
2214,3
2215,0
2216,5
2217,0
2218,7
2219,8
2220,9
2221,8
2222,7
2223,2
2224,2
2225,5
2226,2
2227,4
2228,9
2229,1
2230,7
2231,2
2232,7
2233,5
2234,3
2235,0
2236,8
2237,8
2238,7
2239,5
2240,3
2241,1
2242,0
2243,4
2244,2
2245,9
2246,9
2247,9
2248,4
2249,2
2250,6
2251,6
2252,0
2253,9
2254,8
2255,0
2256,2
2257,6
2258,1
2259,9
2260,0
2261,3
2262,7
2263,8
2264,3
2265,0
2266,9
2267,6
2268,5
2269,2
2270,7
2271,1
2272,5
2273,3
2274,4
2275,4
2276,4
2277,6
2278,2
2279,4
2280,7
2281,1
2282,7
2283,4
2284,7
2285,2
2286,8
2287,9
2288,9
2289,0
2290,4
2291,0
2292,7
2293,9
2294,2
2295,3
2296,8
2297,4
2298,6
2299,8
2300,0
2301,8
2302,4
2303,9
2304,4
2305,4
2306,2
2307,1
2308,5
2309,0
2310,8
2311,9
2312,5
2313,1
2314,6
2315,9
2316,9
2317,5
2318,2
2319,2
2320,2
2321,9
2322,8
2323,4
2324,8
2325,6
2326,2
2327,8
2328,3
2329,8
2330,3
2331,1
2332,9
2333,2
2334,0
2335,3
2336,8
2337,4
2338,2
2339,1
2340,9
2341,4
2342,6
2343,4
2344,8
2345,5
2346,7
2347,8
2348,8
2349,1
2350,8
2351,7
2352,2
2353,6
2354,1
2355,5
2356,9
2357,7
2358,8
2359,6
2360,7
2361,6
2362,3
2363,3
2364,3
2365,9
2366,0
2367,4
2368,8
2369,3
2370,9
2371,4
2372,0
2373,4
2374,2
2375,0
2376,8
2377,8
2378,5
2379,4
2380,8
2381,0
2382,4
2383,7
2384,1
2385,5
2386,6
2387,1
2388,6
2389,5
2390,6
2391,9
2392,7
2393,8
2394,8
2395,4
2396,5
2397,8
2398,1
2399,4
2400,1
2401,2
2402,1
2403,7
2404,7
2405,9
2406,9
2407,6
2408,8
2409,1
2410,6
2411,2
2412,3
2413,5
2414,8
2415,4
2416,7
2417,7
2418,8
2419,4
2420,0
2421,5
2422,3
2423,4
2424,9
2425,0
2426,5
2427,5
2428,9
2429,5
2430,8
2431,6
2432,9
2433,0
2434,9
2435,9
2436,3
2437,5
2438,9
2439,2
2440,1
2441,0
2442,3
2443,1
2444,5
2445,6
2446,9
2447,3
2448,3
2449,2
2450,7
2451,0
2452,4
2453,8
2454,3
2455,7
2456,5
2457,1
2458,1
2459,0
2460,2
2461,6
2462,9
2463,4
2464,7
2465,4
2466,9
2467,1
2468,4
2469,6
2470,9
2471,1
2472,5
2473,5
2474,5
2475,1
2476,0
2477,0
2478,6
2479,8
2480,3
2481,5
2482,5
2483,4
2484,3
2485,8
2486,9
2487,3
2488,3
2489,9
2490,4
2491,6
2492,9
2493,0
2494,9
2495,8
2496,0
2497,8
2498,4
2499,2
2500,3
2501,0
2502,2
2503,8
2504,9
2505,3
2506,1
2507,0
2508,6
2509,0
2510,6
2511,1
2512,9
2513,2
2514,6
2515,7
2516,6
2517,7
2518,6
2519,4
2520,8
2521,0
2522,4
2523,2
2524,8
2525,9
2526,5
2527,5
2528,1
2529,4
2530,8
2531,7
2532,9
2533,3
2534,8
2535,7
2536,9
2537,5
2538,9
2539,0
2540,3
2541,7
2542,6
2543,5
2544,6
2545,4
2546,7
2547,6
2548,4
2549,1
2550,2
2551,3
2552,4
2553,3
2554,1
2555,3
2556,8
2557,8
2558,2
2559,3
2560,5
2561,2
2562,7
2563,8
2564,6
2565,1
2566,7
2567,7
2568,3
2569,5
2570,3
2571,6
2572,8
2573,0
2574,7
2575,4
2576,9
2577,8
2578,8
2579,0
2580,0
2581,9
2582,7
2583,6
2584,3
2585,0
2586,6
2587,5
2588,2
2589,3
2590,7
2591,2
2592,1
2593,9
2594,7
2595,9
2596,2
2597,7
2598,7
2599,1
2600,3
2601,7
2602,4
2603,0
2604,6
2605,6
2606,8
2607,3
2608,4
2609,2
2610,1
2611,2
2612,4
2613,3
2614,1
2615,4
2616,4
2617,4
2618,5
2619,3
2620,3
2621,8
2622,5
2623,4
2624,2
2625,2
2626,8
2627,2
2628,0
2629,8
2630,0
2631,4
2632,3
2633,0
2634,8
2635,9
2636,6
2637,1
2638,1
2639,9
2640,7
2641,1
2642,3
2643,3
2644,8
2645,4
2646,4
2647,6
2648,1
2649,5
2650,2
2651,7
2652,3
2653,0
2654,2
2655,4
2656,3
2657,4
2658,6
2659,7
2660,4
2661,1
2662,2
2663,3
2664,3
2665,7
2666,8
2667,5
2668,8
2669,9
2670,1
2671,3
2672,1
2673,6
2674,3
2675,5
2676,0
2677,7
2678,5
2679,9
2680,2
2681,9
2682,1
2683,1
2684,0
2685,2
2686,2
2687,0
2688,4
2689,7
2690,6
2691,5
2692,1
2693,8
2694,4
2695,6
2696,5
2697,9
2698,0
2699,1
2700,6
2701,9
2702,8
2703,6
2704,7
2705,6
2706,4
2707,2
2708,0
2709,4
2710,6
2711,6
2712,4
2713,6
2714,9
2715,6
2716,9
2717,0
2718,9
2719,8
2720,9
2721,1
2722,7
2723,3
2724,6
2725,8
2726,8
2727,7
2728,6
2729,1
2730,3
2731,1
2732,7
2733,9
2734,1
2735,1
2736,8
2737,1
2738,7
2739,7
2740,7
2741,2
2742,9
2743,9
2744,7
2745,6
2746,8
2747,7
2748,1
2749,9
2750,4
2751,2
2752,0
2753,7
2754,7
2755,4
2756,7
2757,0
2758,4
2759,5
2760,6
2761,4
2762,0
2763,1
2764,1
2765,9
2766,2
2767,0
2768,6
2769,1
2770,5
2771,6
2772,3
2773,5
2774,1
2775,5
2776,2
2777,1
2778,9
2779,0
2780,9
2781,9
2782,6
2783,5
2784,7
2785,2
2786,7
2787,8
2788,1
2789,7
2790,4
2791,6
2792,1
2793,8
2794,0
2795,9
2796,5
2797,0
2798,1
2799,1
2800,1
2801,0
2802,1
2803,5
2804,2
2805,0
2806,8
2807,5
2808,0
2809,4
2810,0
2811,3
2812,2
2813,1
2814,9
2815,2
2816,9
2817,0
2818,1
2819,5
2820,8
2821,7
2822,7
2823,7
2824,0
2825,2
2826,3
2827,5
2828,1
2829,9
2830,0
2831,5
2832,1
2833,4
2834,3
2835,6
2836,6
2837,6
2838,3
2839,6
2840,1
2841,6
2842,5
2843,2
2844,7
2845,1
2846,1
2847,9
2848,3
2849,4
2850,3
2851,8
2852,8
2853,5
2854,7
2855,4
2856,6
2857,3
2858,6
2859,9
2860,1
2861,0
2862,9
2863,1
2864,1
2865,6
2866,3
2867,6
2868,0
2869,7
2870,6
2871,4
2872,9
2873,6
2874,7
2875,2
2876,8
2877,4
2878,0
2879,2
2880,0
2881,1
2882,1
2883,5
2884,3
2885,2
2886,3
2887,7
2888,4
2889,9
2890,1
2891,8
2892,3
2893,3
2894,5
2895,7
2896,9
2897,1
2898,7
2899,0
2900,5
2901,1
2902,5
2903,2
2904,6
2905,8
2906,6
2907,1
2908,7
2909,1
2910,2
2911,0
2912,9
2913,7
2914,0
2915,2
2916,0
2917,3
2918,3
2919,1
2920,5
2921,4
2922,8
2923,1
2924,9
2925,2
2926,8
2927,6
2928,4
2929,5
2930,6
2931,8
2932,7
2933,4
2934,5
2935,2
2936,9
2937,5
2938,5
2939,3
2940,0
2941,5
2942,3
2943,9
2944,4
2945,9
2946,9
2947,7
2948,4
2949,2
2950,7
2951,3
2952,6
2953,8
2954,8
2955,1
2956,7
2957,8
2958,2
2959,0
2960,8
2961,7
2962,3
2963,9
2964,5
2965,4
2966,4
2967,5
2968,3
2969,5
2970,8
2971,8
2972,9
2973,1
2974,9
2975,2
2976,9
2977,9
2978,7
2979,7
2980,6
2981,5
2982,4
2983,4
2984,5
2985,5
2986,1
2987,6
2988,3
2989,1
2990,1
2991,7
2992,4
2993,0
2994,0
2995,9
2996,7
2997,8
